"","checklist_id","global_unique_identifier","last_edited_date","taxonomic_order","category","common_name","scientific_name","observation_count","breeding_bird_atlas_code","breeding_bird_atlas_category","age_sex","country","country_code","state","state_code","county","county_code","iba_code","bcr_code","usfws_code","atlas_block","locality","locality_id","locality_type","latitude","longitude","observation_date","time_observations_started","observer_id","sampling_event_identifier","protocol_type","protocol_code","project_code","duration_minutes","effort_distance_km","effort_area_ha","number_observers","all_species_reported","group_identifier","has_media","approved","reviewed","reason","trip_comments","species_comments"
"588","S47643244","URN:CornellLabOfOrnithology:EBIRD:OBS645606738","2018-08-04 14:54:55",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2018-08-04,"05:35:00","obsr312316","S47643244","Traveling","P22","EBIRD",135,0.5,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"589","S48003819","URN:CornellLabOfOrnithology:EBIRD:OBS650389592","2020-09-23 10:52:30",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"78580-000, Alta Floresta BR-MT (-9.5980,-55.9319)","L7849920","P",-9.597968,-55.93195,2018-08-22,"06:05:00","obsr144913","S48003819","Traveling","P22","EBIRD_ARG",244,2.484,NA,9,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"590","S47689075","URN:CornellLabOfOrnithology:EBIRD:OBS646274518","2018-08-06 12:28:33",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2018-08-06,"06:18:00","obsr312316","S47689075","Stationary","P21","EBIRD",86,NA,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"591","S48131819","URN:CornellLabOfOrnithology:EBIRD:OBS652157467","2021-03-10 19:03:49.571144",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2018-08-28,"05:56:00","obsr312316","S48131819","Traveling","P22","EBIRD",173,1,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"592","S48640272","URN:CornellLabOfOrnithology:EBIRD:OBS658983207","2018-09-20 21:37:57",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2018-09-16,"05:47:00","obsr312316","S48640272","Traveling","P22","EBIRD",110,0.285,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"593","S70029431","URN:CornellLabOfOrnithology:EBIRD:OBS937267540","2020-07-31 14:43:54",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2018-09-12,NA,"obsr729758","S70029431","Historical","P62","EBIRD",NA,NA,NA,NA,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"594","S48618534","URN:CornellLabOfOrnithology:EBIRD:OBS658691997","2018-09-19 19:22:14",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge","L7561527","P",-9.5975464,-55.9313773,2018-09-19,"05:24:00","obsr168048","S48618534","Traveling","P22","EBIRD",180,2.46,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"595","S48640234","URN:CornellLabOfOrnithology:EBIRD:OBS658982810","2020-04-27 23:05:56",12309,"species","Kawall's Parrot","Amazona kawalli","7",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2018-09-20,"05:49:00","obsr312316","S48640234","Traveling","P22","EBIRD",250,1,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"596","S48794699","URN:CornellLabOfOrnithology:EBIRD:OBS661149106","2018-09-28 10:58:18",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Lodge grounds","L2319668","H",-9.5975263,-55.9314823,2018-09-28,"06:57:00","obsr312316","S48794699","Traveling","P22","EBIRD",180,3.6,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"597","S48814954","URN:CornellLabOfOrnithology:EBIRD:OBS661444576","2020-09-23 10:51:04",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge -- Secret Garden","L2352990","H",-9.5987901,-55.9322075,2018-09-29,"06:53:00","obsr312316","S48814954","Traveling","P22","EBIRD",139,0.8,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"598","S50342429","URN:CornellLabOfOrnithology:EBIRD:OBS681705651","2018-12-03 08:53:43",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2018-10-29,"06:01:00","obsr312316","S50342429","Traveling","P22","EBIRD",285,1,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"599","S49329198","URN:CornellLabOfOrnithology:EBIRD:OBS668662169","2018-10-20 20:58:17",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2018-10-09,"04:55:00","obsr412230","S49329198","Stationary","P21","EBIRD_CAN",169,NA,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Greg and Barbara Baker. Birds recorded from atop the tower.",NA
"600","S49513572","URN:CornellLabOfOrnithology:EBIRD:OBS671057084","2018-11-30 18:11:09",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge -- Trilha do Francisco","L4851007","H",-9.5888171,-55.9401941,2018-10-28,"06:10:00","obsr312316","S49513572","Traveling","P22","EBIRD",236,6.3,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"601","S49104539","URN:CornellLabOfOrnithology:EBIRD:OBS665517362","2020-04-30 13:36:42",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Pocinha Serra","L8018163","P",-9.584292,-55.921269,2018-10-09,"16:08:00","obsr312316","S49104539","Traveling","P22","EBIRD",98,0.3,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,"Not many species actually came to the Pocinha but the ones that did were good. Others were either seen or heard from the hide by didn’t actually come to the water. The owl came in right behind the hide just before dusk.",NA
"602","S49042980","URN:CornellLabOfOrnithology:EBIRD:OBS664712273","2018-10-08 15:41:58",12309,"species","Kawall's Parrot","Amazona kawalli","5",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge-Serra Overlook","L7989477","P",-9.583142,-55.918885,2018-10-07,"06:00:00","obsr312316","S49042980","Traveling","P22","EBIRD",258,1.8,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"603","S50252189","URN:CornellLabOfOrnithology:EBIRD:OBS680632360","2018-11-27 08:43:35",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Lodge grounds","L2319668","H",-9.5975263,-55.9314823,2018-10-29,"20:44:00","obsr1077865","S50252189","Traveling","P22","EBIRD",300,37.015,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"604","S65138055","URN:CornellLabOfOrnithology:EBIRD:OBS1116350640","2021-04-09 12:14:09.212126",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2018-10-07,"05:30:00","obsr631792","S65138055","Traveling","P22","EBIRD",820,10,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"Misty and staying overcast until late morning. Then mainly clear through to the evening. 23-33*C. No wind. --Upriver along the Rio Cristalino until 06:30 and then along the Serra Nova Trail to a rocky outcrop until late morning. In the afternoon from 15:40 along the trail to the Ted Parker Tower and up the tower until nightfall.",NA
"605","S48963461","URN:CornellLabOfOrnithology:EBIRD:OBS663497063","2018-10-05 21:02:23",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge -- Cacau Trail","L3657126","H",-9.5907505,-55.9223667,2018-10-04,"06:04:00","obsr412230","S48963461","Traveling","P22","EBIRD_CAN",344,2.5,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Greg & Barbara Baker. Birds recorded on the Cacau trail from the upstream end to the downstream end. We spent a fair amount of time focusing on the first bamboo patch, where we found most of the bamboo specialties noted on the checklist.",NA
"606","S49328517","URN:CornellLabOfOrnithology:EBIRD:OBS668651305","2018-10-20 20:25:07",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2018-10-07,"15:44:00","obsr412230","S49328517","Traveling","P22","EBIRD_CAN",201,1,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Greg and Barbara Baker.",NA
"607","S49115197","URN:CornellLabOfOrnithology:EBIRD:OBS665649086","2018-10-11 09:46:29",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Lodge grounds","L2319668","H",-9.5975263,-55.9314823,2018-10-11,"06:17:00","obsr312316","S49115197","Traveling","P22","EBIRD",120,0.3,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"608","S48982281","URN:CornellLabOfOrnithology:EBIRD:OBS663770846","2018-10-06 13:48:26",12309,"species","Kawall's Parrot","Amazona kawalli","5",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2018-10-06,"05:44:00","obsr412230","S48982281","Stationary","P21","EBIRD_CAN",218,NA,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,"with Greg and Barbara Baker. Weather overcast, clearing by 8:30 AM. Birds recorded from the canopy tower, mostly from the lower platform but also ca. 25 minutes on the upper platform at the end of the count period.",NA
"609","S65138054","URN:CornellLabOfOrnithology:EBIRD:OBS870761895","2021-04-08 13:05:51.53132",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2018-10-06,"05:30:00","obsr631792","S65138054","Traveling","P22","EBIRD",800,10,NA,3,TRUE,NA,TRUE,TRUE,FALSE,NA,"Overcast and misty at dawn becoming clearer by mid morning then heavy rain mid afternoon and overcast with some light showers late afternoon and evening. --Ted Parker Tower in the morning and then upriver to Saliero No.2. The Secret Garden by the main lodge complex mid afternoon (after the rain) and then downriver on the Rio Cristalino late afternoon and evening.",NA
"610","S49713599","URN:CornellLabOfOrnithology:EBIRD:OBS673850971","2018-11-06 07:58:43",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2018-11-06,"06:05:00","obsr312316","S49713599","Traveling","P22","EBIRD",210,1.2,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"611","S55866721","URN:CornellLabOfOrnithology:EBIRD:OBS752123308","2021-01-13 07:44:46.482519",12309,"species","Kawall's Parrot","Amazona kawalli","3",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2019-04-30,"05:18:00","obsr842695","S55866721","Traveling","P22","EBIRD",500,35,NA,1,FALSE,NA,FALSE,TRUE,FALSE,NA,"Birds seen with Douglas and Michelle Anderson during their stay at Cristalino Lodge between 29/04 and 03/05.-Areas explored:-Cristalino River upstream and downstream.-Boat trip surrounding Ariosto Island.-Towers 1 and 2.-Serra 1 trail.-Serra Nova Trail.-Nocturnal boat trip from Limão to Cristalino.-Lodge grounds.-Saltlick plus bangalow 18 loop.-Brazil Nut Trail.",NA
"612","S55405589","URN:CornellLabOfOrnithology:EBIRD:OBS744954288","2019-04-25 18:12:40",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge","L7561527","P",-9.5975464,-55.9313773,2019-04-25,"16:06:00","obsr168048","S55405589","Stationary","P21","EBIRD",100,NA,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"613","S56573749","URN:CornellLabOfOrnithology:EBIRD:OBS763551704","2019-05-21 09:34:29",12309,"species","Kawall's Parrot","Amazona kawalli","4",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge","L7561527","P",-9.5975464,-55.9313773,2019-05-21,"05:50:00","obsr168048","S56573749","Stationary","P21","EBIRD",166,NA,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"614","S56581062","URN:CornellLabOfOrnithology:EBIRD:OBS763668231","2019-05-21 12:49:43",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2019-05-21,"05:53:00","obsr842695","S56581062","Stationary","P21","EBIRD",1,NA,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"615","S56756219","URN:CornellLabOfOrnithology:EBIRD:OBS766409504","2019-05-26 11:32:50",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Alta Floresta--Floresta Amazonica Hotel","L875412","H",-9.8779389,-56.0985206,2019-05-25,"16:59:00","obsr765788","S56756219","Traveling","P22","EBIRD",2,9.656,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"Flying"
"616","S56944817","URN:CornellLabOfOrnithology:EBIRD:OBS769162092","2021-03-25 04:49:02.12124",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Apiacás -- ponte","L6227505","H",-9.7004544,-57.430408,2019-05-31,"05:52:00","obsr765788","S56944817","Traveling","P22","EBIRD",5,32.187,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"617","S57679657","URN:CornellLabOfOrnithology:EBIRD:OBS778863019","2019-06-25 11:33:18",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Lodge grounds","L2319668","H",-9.5975263,-55.9314823,2019-06-25,"05:33:00","obsr281700","S57679657","Traveling","P22","EBIRD",18,2.734,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"618","S57729531","URN:CornellLabOfOrnithology:EBIRD:OBS779470734","2019-06-27 08:48:39",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Manakin Trail","L2350797","H",-9.6107917,-55.9372008,2019-06-27,"06:15:00","obsr281700","S57729531","Traveling","P22","EBIRD",87,0.359,NA,4,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"619","S57753960","URN:CornellLabOfOrnithology:EBIRD:OBS779771427","2019-06-28 09:18:03",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--upstream from Cristalino Lodge","L3859563","H",-9.5666937,-55.9139385,2019-06-27,"15:30:00","obsr316613","S57753960","Traveling","P22","EBIRD",120,12.875,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"620","S57630111","URN:CornellLabOfOrnithology:EBIRD:OBS778240577","2019-06-23 18:17:49",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Lodge grounds","L2319668","H",-9.5975263,-55.9314823,2019-06-23,"16:30:00","obsr281700","S57630111","Traveling","P22","EBIRD",60,1.185,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"621","S57529814","URN:CornellLabOfOrnithology:EBIRD:OBS776993592","2019-06-20 08:34:46",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge","L7561527","P",-9.5975464,-55.9313773,2019-06-20,"05:45:00","obsr168048","S57529814","Traveling","P22","EBIRD",168,1.95,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"622","S63679095","URN:CornellLabOfOrnithology:EBIRD:OBS854798152","2020-01-25 13:02:10",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge","L10537612","P",-9.597,-55.931,2019-06-21,"07:25:00","obsr1445554","S63679095","Stationary","P21","EBIRD",20,NA,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"623","S58224215","URN:CornellLabOfOrnithology:EBIRD:OBS785677327","2019-07-16 10:39:22",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--general area and historical lists","L875406","H",-9.5972613,-55.9311079,2019-07-16,"06:24:00","obsr636436","S58224215","Traveling","P22","EBIRD",254,29.081,NA,3,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"624","S57929787","URN:CornellLabOfOrnithology:EBIRD:OBS781990374","2019-07-04 21:07:39",12309,"species","Kawall's Parrot","Amazona kawalli","5",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge","L7561527","P",-9.5975464,-55.9313773,2019-07-04,"05:55:00","obsr168048","S57929787","Traveling","P22","EBIRD",600,60,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"625","S58386732","URN:CornellLabOfOrnithology:EBIRD:OBS896670907","2021-03-25 04:49:02.12124",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Fazenda São Nicolau--Estrada Divisa Sul RPPN","L7241059","H",-9.8445797,-58.2299072,2019-07-21,"14:45:00","obsr765788","S58386732","Traveling","P22","EBIRD",3,15,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"626","S58002379","URN:CornellLabOfOrnithology:EBIRD:OBS783212004","2019-07-21 11:34:18",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2019-07-07,"06:30:00","obsr836783","S58002379","Stationary","P21","EBIRD",300,NA,NA,10,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"627","S82726940","URN:CornellLabOfOrnithology:EBIRD:OBS1087148882","2021-03-04 08:26:16.652928",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Lodge grounds","L2319668","H",-9.5975263,-55.9314823,2019-07-11,NA,"obsr996992","S82726940","Historical","P62","EBIRD",NA,NA,NA,NA,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"628","S58286039","URN:CornellLabOfOrnithology:EBIRD:OBS786431259","2019-07-19 00:46:38",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Fazenda São Nicolau--Trilha das Castanheiras","L7241404","H",-9.8180246,-58.2887871,2019-07-13,"16:16:00","obsr765788","S58286039","Traveling","P22","EBIRD",2,9,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"629","S57981661","URN:CornellLabOfOrnithology:EBIRD:OBS782617144","2020-07-15 19:11:01",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Brazil; Cristalino tower 1 (-9.5976,-55.9321)","L9598849","P",-9.597608,-55.93209,2019-07-05,"05:04:00","obsr125350","S57981661","Traveling","P22","EBIRD",339,1.77,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"Tropical Birding tour",NA
"630","S57939956","URN:CornellLabOfOrnithology:EBIRD:OBS782113702","2019-07-13 06:28:26",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2019-07-05,"05:28:00","obsr852730","S57939956","Traveling","P22","EBIRD",230,1.239,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"631","S58223246","URN:CornellLabOfOrnithology:EBIRD:OBS785663628","2019-07-16 09:56:27",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2019-07-16,"06:23:00","obsr339449","S58223246","Traveling","P22","EBIRD",213,2.206,NA,2,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"632","S58052224","URN:CornellLabOfOrnithology:EBIRD:OBS783528959","2019-07-21 07:35:54",12309,"species","Kawall's Parrot","Amazona kawalli","2","F","FO",NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Rio Cristalino--upstream from Cristalino Lodge","L3859563","H",-9.5666937,-55.9139385,2019-07-09,"04:31:00","obsr836783","S58052224","Traveling","P22","EBIRD",460,8.047,NA,10,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"633","S57914578","URN:CornellLabOfOrnithology:EBIRD:OBS781799898","2019-07-04 11:32:43",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 2 and trail","L2326048","H",-9.6007896,-55.9228429,2019-07-04,"05:52:00","obsr852730","S57914578","Traveling","P22","EBIRD",148,0.435,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,NA
"634","S57934286","URN:CornellLabOfOrnithology:EBIRD:OBS782043532","2019-07-05 04:29:30",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Brazil; Cristalino Lodge tower 2 - Ted Parker (-9.5968,-55.9258)","L9586659","P",-9.596763,-55.92579,2019-07-04,"06:00:00","obsr125350","S57934286","Traveling","P22","EBIRD",180,0.966,NA,5,TRUE,NA,FALSE,TRUE,FALSE,NA,"Tropical Birding tour",NA
"635","S71390987","URN:CornellLabOfOrnithology:EBIRD:OBS955392022","2020-07-18 14:59:12",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Torre 1","L2319134","H",-9.5987073,-55.9367341,2019-08-03,"06:30:00","obsr193342","S71390987","Traveling","P22","EBIRD",270,0.805,NA,9,TRUE,NA,FALSE,TRUE,FALSE,NA,"Birded one trail to the tower and another trail back and around the Cristalino Lodge grounds before lunch..  VERY DIFFICULT TO PHOTOGRAPH DISTANT BIRDS BECAUSE THE TOWER MOVED WHEN  PERSONs CHANGED POSITION OR MOVED FOR A BETTER LOOK.","Heard"
"636","S72043334","URN:CornellLabOfOrnithology:EBIRD:OBS963374182","2021-03-01 07:22:42.772516",12309,"species","Kawall's Parrot","Amazona kawalli","1",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Lodge--Lodge grounds","L2319668","H",-9.5975263,-55.9314823,2019-08-06,"07:10:00","obsr193342","S72043334","Traveling","P22","EBIRD",600,3.219,NA,9,TRUE,NA,FALSE,TRUE,FALSE,NA,"A morning birding the grounds, tower, and an afternoon boat trip along the river.",NA
"637","S65128916","URN:CornellLabOfOrnithology:EBIRD:OBS870746752","2020-02-26 16:02:31",12309,"species","Kawall's Parrot","Amazona kawalli","X",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Cristalino Jungle Lodge (-9.5988, -55.9365)","L10561175","P",-9.5988,-55.9365,2019-09-12,NA,"obsr508062","S65128916","Historical","P62","EBIRD",NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,NA,NA
"638","S65427165","URN:CornellLabOfOrnithology:EBIRD:OBS873908174","2020-03-04 11:53:11",12309,"species","Kawall's Parrot","Amazona kawalli","2",NA,NA,NA,"Brazil","BR","Mato Grosso","BR-MT",NA,NA,NA,NA,NA,NA,"Benedito Vieira, Alta Floresta - State of Mato Grosso, Brazil","L10897356","P",-9.59875,-55.9365466,2019-09-10,NA,"obsr508062","S65427165","Historical","P62","EBIRD",NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,NA,NA
